season,player_id,team_id,canonical_classification,locked_segment_count,locked_source_supplied
2000-01,177,1610612761,partial,1,1
2000-01,178,1610612762,full_core,0,0
2000-01,179,1610612738,full_core,0,0
2000-01,180,1610612762,full_core,0,0
2000-01,1800,1610612763,full_core,0,0
2000-01,1802,1610612741,full_core,0,0
2000-01,182,1610612765,full_core,0,0
2000-01,1838,1610612746,partial,1,1
2000-01,1838,1610612764,partial,1,1
2000-01,185,1610612758,full_core,0,0
2000-01,1853,1610612748,full_core,0,0
2000-01,1863,1610612746,full_core,0,0
2000-01,1864,1610612741,partial,1,1
2000-01,1882,1610612741,full_core,0,0
2000-01,1883,1610612745,full_core,0,0
2000-01,1884,1610612766,full_core,0,0
2000-01,1885,1610612746,full_core,0,0
2000-01,1886,1610612754,full_core,0,0
2000-01,1887,1610612750,full_core,0,0
2000-01,1888,1610612764,full_core,0,0
2000-01,1889,1610612739,full_core,0,0
2000-01,1890,1610612756,full_core,0,0
2000-01,1891,1610612737,full_core,0,0
2000-01,1892,1610612739,full_core,0,0
2000-01,1894,1610612746,full_core,0,0
2000-01,1895,1610612750,full_core,0,0
2000-01,1897,1610612741,full_core,0,0
2000-01,1898,1610612737,full_core,0,0
2000-01,1899,1610612743,full_core,0,0
2000-01,190,1610612748,full_core,0,0
2000-01,1900,1610612762,full_core,0,0
2000-01,1901,1610612737,full_core,0,0
2000-01,1902,1610612754,full_core,0,0
2000-01,1903,1610612745,full_core,0,0
2000-01,1904,1610612747,full_core,0,0
2000-01,1906,1610612766,full_core,0,0
2000-01,1907,1610612744,full_core,0,0
2000-01,1908,1610612755,full_core,0,0
2000-01,1909,1610612762,full_core,0,0
2000-01,1913,1610612741,full_core,0,0
2000-01,1914,1610612738,full_core,0,0
2000-01,1915,1610612751,full_core,0,0
2000-01,1916,1610612742,partial,1,1
2000-01,1916,1610612764,partial,1,1
2000-01,1917,1610612742,full_core,0,0
2000-01,1918,1610612742,partial,1,1
2000-01,1918,1610612764,partial,2,1
2000-01,1919,1610612764,full_core,0,0
2000-01,1924,1610612766,full_core,0,0
2000-01,1928,1610612755,full_core,0,0
2000-01,193,1610612748,full_core,0,0
2000-01,1930,1610612754,full_core,0,0
2000-01,1934,1610612755,partial,1,1
2000-01,1944,1610612766,full_core,0,0
2000-01,1950,1610612737,partial,1,1
2000-01,1952,1610612755,partial,1,1
2000-01,1956,1610612759,full_core,0,0
2000-01,1960,1610612738,partial,2,1
2000-01,197,1610612766,partial,1,1
2000-01,1975,1610612751,partial,1,1
2000-01,198,1610612759,full_core,0,0
2000-01,1985,1610612746,full_core,0,0
2000-01,201,1610612756,full_core,0,0
2000-01,202,1610612757,partial,1,1
2000-01,2030,1610612751,full_core,0,0
2000-01,2031,1610612763,full_core,0,0
2000-01,2032,1610612746,full_core,0,0
2000-01,2033,1610612741,full_core,0,0
2000-01,2034,1610612753,full_core,0,0
2000-01,2035,1610612737,full_core,0,0
2000-01,2036,1610612739,full_core,0,0
2000-01,2037,1610612741,full_core,0,0
2000-01,2038,1610612749,full_core,0,0
2000-01,2039,1610612746,full_core,0,0
2000-01,2040,1610612738,full_core,0,0
2000-01,2042,1610612742,partial,1,1
2000-01,2042,1610612764,partial,1,1
2000-01,2043,1610612765,full_core,0,0
2000-01,2044,1610612745,full_core,0,0
2000-01,2045,1610612758,full_core,0,0
2000-01,2046,1610612760,full_core,0,0
2000-01,2047,1610612746,full_core,0,0
2000-01,2048,1610612766,full_core,0,0
2000-01,2050,1610612761,full_core,0,0
2000-01,2051,1610612742,full_core,0,0
2000-01,2052,1610612762,full_core,0,0
2000-01,2053,1610612741,full_core,0,0
2000-01,2054,1610612756,full_core,0,0
2000-01,2055,1610612761,partial,1,1
2000-01,2057,1610612757,full_core,0,0
2000-01,2058,1610612747,full_core,0,0
2000-01,2059,1610612742,full_core,0,0
2000-01,2061,1610612745,full_core,0,0
2000-01,2062,1610612741,full_core,0,0
2000-01,2063,1610612741,full_core,0,0
2000-01,2064,1610612741,partial,1,1
2000-01,2065,1610612764,partial,2,1
2000-01,2066,1610612751,full_core,0,0
2000-01,2067,1610612748,full_core,0,0
2000-01,2068,1610612752,full_core,0,0
2000-01,2069,1610612737,full_core,0,0
2000-01,2071,1610612760,full_core,0,0
2000-01,2072,1610612749,full_core,0,0
2000-01,2073,1610612765,full_core,0,0
2000-01,2074,1610612758,full_core,0,0
2000-01,2078,1610612749,full_core,0,0
2000-01,208,1610612749,full_core,0,0
2000-01,2082,1610612743,partial,1,1
2000-01,2084,1610612744,full_core,0,0
2000-01,209,1610612761,full_core,0,0
2000-01,2091,1610612756,full_core,0,0
2000-01,2092,1610612744,partial,1,1
2000-01,2092,1610612756,partial,1,1
2000-01,2098,1610612747,full_core,0,0
2000-01,21,1610612757,full_core,0,0
2000-01,210,1610612750,full_core,0,0
2000-01,2101,1610612744,partial,1,1
2000-01,2101,1610612756,partial,1,1
2000-01,2106,1610612760,full_core,0,0
2000-01,2109,1610612751,partial,1,1
2000-01,2121,1610612766,partial,1,1
2000-01,2123,1610612743,partial,1,1
2000-01,2123,1610612761,partial,1,1
2000-01,2128,1610612764,partial,1,1
2000-01,213,1610612761,full_core,0,0
2000-01,2130,1610612747,full_core,0,0
2000-01,2143,1610612737,partial,1,1
2000-01,2143,1610612755,partial,2,1
2000-01,216,1610612747,full_core,0,0
2000-01,2173,1610612737,partial,1,1
2000-01,2173,1610612745,partial,1,1
2000-01,219,1610612744,partial,1,1
2000-01,219,1610612756,partial,1,1
2000-01,221,1610612739,full_core,0,0
2000-01,223,1610612742,partial,1,1
2000-01,223,1610612744,partial,2,1
2000-01,224,1610612748,full_core,0,0
2000-01,228,1610612744,full_core,0,0
2000-01,236,1610612763,full_core,0,0
2000-01,238,1610612755,full_core,0,0
2000-01,239,1610612758,full_core,0,0
2000-01,243,1610612755,full_core,0,0
2000-01,244,1610612753,full_core,0,0
2000-01,248,1610612755,full_core,0,0
2000-01,251,1610612759,full_core,0,0
2000-01,252,1610612762,full_core,0,0
2000-01,255,1610612753,full_core,0,0
2000-01,258,1610612748,full_core,0,0
2000-01,26,1610612752,full_core,0,0
2000-01,270,1610612747,full_core,0,0
2000-01,271,1610612751,full_core,0,0
2000-01,275,1610612752,full_core,0,0
2000-01,278,1610612757,full_core,0,0
2000-01,28,1610612763,full_core,0,0
2000-01,280,1610612752,full_core,0,0
2000-01,281,1610612749,full_core,0,0
2000-01,283,1610612749,full_core,0,0
2000-01,29,1610612751,full_core,0,0
2000-01,292,1610612737,partial,1,1
2000-01,292,1610612745,partial,1,1
2000-01,292,1610612755,partial,1,1
2000-01,296,1610612747,full_core,0,0
2000-01,297,1610612748,full_core,0,0
2000-01,299,1610612749,full_core,0,0
2000-01,3,1610612763,full_core,0,0
2000-01,302,1610612744,full_core,0,0
2000-01,304,1610612762,full_core,0,0
2000-01,317,1610612762,full_core,0,0
2000-01,323,1610612747,full_core,0,0
2000-01,324,1610612750,full_core,0,0
2000-01,330,1610612762,full_core,0,0
2000-01,339,1610612756,full_core,0,0
2000-01,344,1610612765,full_core,0,0
2000-01,345,1610612759,full_core,0,0
2000-01,349,1610612752,partial,1,1
2000-01,349,1610612761,partial,1,1
2000-01,353,1610612753,full_core,0,0
2000-01,358,1610612756,full_core,0,0
2000-01,359,1610612739,partial,2,1
2000-01,359,1610612744,partial,1,1
2000-01,361,1610612756,full_core,0,0
2000-01,363,1610612742,partial,1,1
2000-01,363,1610612764,partial,1,1
2000-01,365,1610612754,full_core,0,0
2000-01,369,1610612752,full_core,0,0
2000-01,371,1610612754,full_core,0,0
2000-01,375,1610612747,full_core,0,0
2000-01,376,1610612761,partial,1,1
2000-01,376,1610612765,partial,1,1
2000-01,380,1610612737,partial,1,1
2000-01,381,1610612753,partial,1,1
2000-01,383,1610612751,full_core,0,0
2000-01,384,1610612743,full_core,0,0
2000-01,386,1610612753,partial,1,1
2000-01,386,1610612756,partial,2,1
2000-01,389,1610612737,partial,1,1
2000-01,389,1610612755,partial,1,1
2000-01,393,1610612757,partial,1,1
2000-01,393,1610612764,partial,1,1
2000-01,397,1610612754,full_core,0,0
2000-01,399,1610612746,full_core,0,0
2000-01,400,1610612746,full_core,0,0
2000-01,406,1610612747,full_core,0,0
2000-01,417,1610612750,full_core,0,0
2000-01,42,1610612753,full_core,0,0
2000-01,422,1610612759,full_core,0,0
2000-01,423,1610612739,full_core,0,0
2000-01,426,1610612743,full_core,0,0
2000-01,428,1610612751,full_core,0,0
2000-01,43,1610612764,full_core,0,0
2000-01,431,1610612757,full_core,0,0
2000-01,435,1610612745,full_core,0,0
2000-01,436,1610612742,partial,1,1
2000-01,436,1610612764,partial,1,1
2000-01,440,1610612754,full_core,0,0
2000-01,441,1610612739,full_core,0,0
2000-01,442,1610612760,partial,1,1
2000-01,445,1610612739,full_core,0,0
2000-01,446,1610612751,full_core,0,0
2000-01,448,1610612753,full_core,0,0
2000-01,45,1610612743,full_core,0,0
2000-01,452,1610612760,full_core,0,0
2000-01,458,1610612742,full_core,0,0
2000-01,461,1610612764,full_core,0,0
2000-01,462,1610612739,partial,1,1
2000-01,467,1610612756,full_core,0,0
2000-01,468,1610612758,full_core,0,0
2000-01,469,1610612766,full_core,0,0
2000-01,51,1610612763,full_core,0,0
2000-01,53,1610612756,full_core,0,0
2000-01,56,1610612760,full_core,0,0
2000-01,57,1610612758,full_core,0,0
2000-01,63,1610612764,full_core,0,0
2000-01,64,1610612754,full_core,0,0
2000-01,67,1610612750,full_core,0,0
2000-01,672,1610612745,full_core,0,0
2000-01,673,1610612737,full_core,0,0
2000-01,677,1610612738,full_core,0,0
2000-01,679,1610612749,full_core,0,0
2000-01,680,1610612753,full_core,0,0
2000-01,682,1610612744,full_core,0,0
2000-01,685,1610612746,partial,1,1
2000-01,685,1610612764,partial,1,1
2000-01,686,1610612743,full_core,0,0
2000-01,688,1610612765,full_core,0,0
2000-01,689,1610612755,partial,1,1
2000-01,690,1610612753,full_core,0,0
2000-01,692,1610612753,full_core,0,0
2000-01,693,1610612765,partial,1,1
2000-01,695,1610612766,full_core,0,0
2000-01,696,1610612754,full_core,0,0
2000-01,697,1610612741,full_core,0,0
2000-01,699,1610612760,full_core,0,0
2000-01,70,1610612759,full_core,0,0
2000-01,702,1610612743,full_core,0,0
2000-01,703,1610612752,full_core,0,0
2000-01,708,1610612750,full_core,0,0
2000-01,711,1610612765,full_core,0,0
2000-01,713,1610612738,full_core,0,0
2000-01,714,1610612742,full_core,0,0
2000-01,715,1610612744,partial,1,1
2000-01,717,1610612757,full_core,0,0
2000-01,718,1610612742,full_core,0,0
2000-01,72,1610612738,full_core,0,0
2000-01,721,1610612754,full_core,0,0
2000-01,722,1610612761,partial,1,1
2000-01,722,1610612765,partial,1,1
2000-01,724,1610612753,partial,2,1
2000-01,727,1610612755,full_core,0,0
2000-01,731,1610612762,full_core,0,0
2000-01,735,1610612763,full_core,0,0
2000-01,739,1610612757,full_core,0,0
2000-01,753,1610612738,full_core,0,0
2000-01,754,1610612737,partial,1,1
2000-01,754,1610612739,partial,1,1
2000-01,757,1610612757,full_core,0,0
2000-01,76,1610612748,partial,1,1
2000-01,76,1610612765,partial,1,1
2000-01,760,1610612749,partial,1,1
2000-01,761,1610612755,full_core,0,0
2000-01,762,1610612742,full_core,0,0
2000-01,763,1610612763,full_core,0,0
2000-01,764,1610612759,full_core,0,0
2000-01,765,1610612766,full_core,0,0
2000-01,766,1610612760,full_core,0,0
2000-01,77,1610612738,partial,1,1
2000-01,77,1610612751,partial,1,1
2000-01,77,1610612766,partial,1,1
2000-01,779,1610612752,full_core,0,0
2000-01,781,1610612757,full_core,0,0
2000-01,782,1610612764,full_core,0,0
2000-01,788,1610612743,partial,1,1
2000-01,788,1610612761,partial,1,1
2000-01,84,1610612752,full_core,0,0
2000-01,85,1610612763,full_core,0,0
2000-01,87,1610612737,partial,1,1
2000-01,87,1610612755,partial,1,1
2000-01,89,1610612743,full_core,0,0
2000-01,891,1610612761,full_core,0,0
2000-01,895,1610612761,partial,1,1
2000-01,896,1610612748,full_core,0,0
2000-01,901,1610612766,full_core,0,0
2000-01,902,1610612739,full_core,0,0
2000-01,904,1610612744,full_core,0,0
2000-01,905,1610612757,full_core,0,0
2000-01,911,1610612749,full_core,0,0
2000-01,913,1610612752,full_core,0,0
2000-01,915,1610612756,full_core,0,0
2000-01,916,1610612744,partial,1,1
2000-01,916,1610612756,partial,1,1
2000-01,919,1610612742,partial,1,1
2000-01,919,1610612764,partial,1,1
2000-01,920,1610612748,full_core,0,0
2000-01,922,1610612766,full_core,0,0
2000-01,923,1610612762,full_core,0,0
2000-01,924,1610612743,partial,1,1
2000-01,93,1610612742,partial,1,1
2000-01,93,1610612764,partial,1,1
2000-01,931,1610612748,full_core,0,0
2000-01,934,1610612766,full_core,0,0
2000-01,935,1610612762,full_core,0,0
2000-01,937,1610612757,full_core,0,0
2000-01,947,1610612755,full_core,0,0
2000-01,948,1610612752,full_core,0,0
2000-01,949,1610612763,full_core,0,0
2000-01,95,1610612742,partial,1,1
2000-01,950,1610612751,full_core,0,0
2000-01,951,1610612749,full_core,0,0
2000-01,952,1610612738,full_core,0,0
2000-01,953,1610612737,full_core,0,0
2000-01,955,1610612759,full_core,0,0
2000-01,956,1610612744,full_core,0,0
2000-01,957,1610612748,full_core,0,0
2000-01,958,1610612738,full_core,0,0
2000-01,959,1610612742,full_core,0,0
2000-01,96,1610612757,full_core,0,0
2000-01,960,1610612756,full_core,0,0
2000-01,961,1610612765,full_core,0,0
2000-01,962,1610612738,full_core,0,0
2000-01,965,1610612747,full_core,0,0
2000-01,966,1610612761,partial,1,1
2000-01,966,1610612765,partial,1,1
2000-01,969,1610612752,full_core,0,0
2000-01,970,1610612752,partial,1,1
2000-01,970,1610612763,partial,1,1
2000-01,976,1610612746,full_core,0,0
2000-01,977,1610612747,full_core,0,0
2000-01,978,1610612758,full_core,0,0
2000-01,979,1610612754,full_core,0,0
2000-01,98,1610612758,full_core,0,0
2000-01,980,1610612739,full_core,0,0
2000-01,983,1610612745,full_core,0,0
2000-01,988,1610612744,partial,1,1
2000-01,990,1610612759,full_core,0,0
2000-01,994,1610612751,full_core,0,0
2000-01,998,1610612749,full_core,0,0
2001-02,1000,1610612752,full_core,0,0
2001-02,1005,1610612745,full_core,0,0
2001-02,1023,1610612737,full_core,0,0
2001-02,1032,1610612749,full_core,0,0
2001-02,1035,1610612743,partial,1,1
2001-02,1043,1610612759,full_core,0,0
2001-02,105,1610612756,full_core,0,0
2001-02,1051,1610612744,partial,1,1
2001-02,1051,1610612750,partial,1,1
2001-02,1065,1610612738,partial,1,1
2001-02,1073,1610612737,partial,1,1
2001-02,1073,1610612751,partial,1,1
2001-02,1085,1610612755,partial,1,1
2001-02,1088,1610612765,full_core,0,0
2001-02,109,1610612747,full_core,0,0
2001-02,111,1610612748,full_core,0,0
2001-02,1110,1610612737,partial,2,1
2001-02,1112,1610612765,full_core,0,0
2001-02,1114,1610612753,partial,1,1
2001-02,1134,1610612763,partial,1,1
2001-02,120,1610612759,full_core,0,0
2001-02,121,1610612753,full_core,0,0
2001-02,123,1610612750,partial,1,1
2001-02,124,1610612758,full_core,0,0
2001-02,133,1610612766,full_core,0,0
2001-02,136,1610612766,full_core,0,0
2001-02,1425,1610612751,full_core,0,0
2001-02,1442,1610612765,full_core,0,0
2001-02,1444,1610612758,full_core,0,0
2001-02,145,1610612761,full_core,0,0
2001-02,146,1610612753,partial,1,1
2001-02,146,1610612756,partial,1,1
2001-02,147,1610612741,partial,1,1
2001-02,147,1610612754,partial,1,1
2001-02,1477,1610612759,full_core,0,0
2001-02,1495,1610612759,full_core,0,0
2001-02,1496,1610612751,full_core,0,0
2001-02,1497,1610612750,full_core,0,0
2001-02,1498,1610612759,full_core,0,0
2001-02,1499,1610612738,full_core,0,0
2001-02,15,1610612746,full_core,0,0
2001-02,1500,1610612741,partial,1,1
2001-02,1500,1610612754,partial,1,1
2001-02,1501,1610612749,full_core,0,0
2001-02,1502,1610612744,full_core,0,0
2001-02,1503,1610612753,full_core,0,0
2001-02,1504,1610612744,full_core,0,0
2001-02,1505,1610612742,partial,1,1
2001-02,1505,1610612743,partial,1,1
2001-02,1506,1610612754,full_core,0,0
2001-02,1507,1610612757,full_core,0,0
2001-02,1509,1610612745,full_core,0,0
2001-02,1510,1610612763,full_core,0,0
2001-02,1513,1610612758,full_core,0,0
2001-02,1517,1610612758,full_core,0,0
2001-02,1520,1610612759,full_core,0,0
2001-02,1521,1610612737,full_core,0,0
2001-02,1531,1610612744,partial,1,1
2001-02,1531,1610612750,partial,1,1
2001-02,1533,1610612751,partial,1,1
2001-02,1536,1610612759,full_core,0,0
2001-02,1538,1610612744,full_core,0,0
2001-02,1541,1610612761,full_core,0,0
2001-02,1542,1610612760,full_core,0,0
2001-02,1544,1610612737,full_core,0,0
2001-02,1548,1610612738,full_core,0,0
2001-02,1559,1610612742,full_core,0,0
2001-02,1563,1610612741,partial,1,1
2001-02,1563,1610612754,partial,1,1
2001-02,1565,1610612761,full_core,0,0
2001-02,1594,1610612757,partial,1,1
2001-02,1601,1610612762,partial,2,1
2001-02,1607,1610612753,full_core,0,0
2001-02,1609,1610612760,full_core,0,0
2001-02,1630,1610612765,full_core,0,0
2001-02,164,1610612761,full_core,0,0
2001-02,165,1610612761,full_core,0,0
2001-02,168,1610612744,full_core,0,0
2001-02,1683,1610612752,full_core,0,0
2001-02,1709,1610612746,full_core,0,0
2001-02,1710,1610612758,full_core,0,0
2001-02,1711,1610612742,partial,1,1
2001-02,1711,1610612743,partial,1,1
2001-02,1712,1610612744,full_core,0,0
2001-02,1713,1610612761,full_core,0,0
2001-02,1714,1610612766,full_core,0,0
2001-02,1715,1610612763,full_core,0,0
2001-02,1716,1610612744,full_core,0,0
2001-02,1717,1610612742,full_core,0,0
2001-02,1718,1610612738,full_core,0,0
2001-02,1719,1610612757,full_core,0,0
2001-02,1720,1610612739,full_core,0,0
2001-02,1721,1610612761,full_core,0,0
2001-02,1722,1610612763,full_core,0,0
2001-02,1723,1610612755,full_core,0,0
2001-02,1724,1610612766,full_core,0,0
2001-02,1725,1610612750,full_core,0,0
2001-02,1727,1610612753,full_core,0,0
2001-02,1729,1610612739,full_core,0,0
2001-02,1730,1610612739,full_core,0,0
2001-02,1731,1610612764,full_core,0,0
2001-02,1732,1610612750,full_core,0,0
2001-02,1733,1610612754,full_core,0,0
2001-02,1735,1610612748,full_core,0,0
2001-02,1737,1610612737,full_core,0,0
2001-02,1738,1610612760,partial,1,1
2001-02,1739,1610612757,full_core,0,0
2001-02,1740,1610612760,full_core,0,0
2001-02,1741,1610612747,full_core,0,0
2001-02,1742,1610612760,full_core,0,0
2001-02,1743,1610612754,full_core,0,0
2001-02,1744,1610612760,full_core,0,0
2001-02,1747,1610612749,full_core,0,0
2001-02,1749,1610612745,full_core,0,0
2001-02,1751,1610612764,full_core,0,0
2001-02,1752,1610612748,full_core,0,0
2001-02,176,1610612760,partial,1,1
2001-02,1760,1610612751,partial,1,1
2001-02,1760,1610612761,partial,1,1
2001-02,1761,1610612742,full_core,0,0
2001-02,1762,1610612746,partial,1,1
2001-02,1763,1610612743,full_core,0,0
2001-02,179,1610612739,full_core,0,0
2001-02,180,1610612762,full_core,0,0
2001-02,1800,1610612765,full_core,0,0
2001-02,1802,1610612741,partial,1,1
2001-02,1802,1610612754,partial,1,1
2001-02,1829,1610612763,partial,1,1
2001-02,1838,1610612764,full_core,0,0
2001-02,185,1610612758,full_core,0,0
2001-02,1853,1610612748,full_core,0,0
2001-02,1863,1610612746,full_core,0,0
2001-02,1864,1610612751,partial,1,1
2001-02,1882,1610612746,full_core,0,0
2001-02,1883,1610612745,full_core,0,0
2001-02,1884,1610612766,full_core,0,0
2001-02,1885,1610612746,full_core,0,0
2001-02,1886,1610612754,full_core,0,0
2001-02,1887,1610612750,full_core,0,0
2001-02,1888,1610612764,full_core,0,0
2001-02,1889,1610612739,full_core,0,0
2001-02,1890,1610612756,full_core,0,0
2001-02,1891,1610612737,full_core,0,0
2001-02,1892,1610612739,full_core,0,0
2001-02,1894,1610612746,full_core,0,0
2001-02,1895,1610612750,full_core,0,0
2001-02,1897,1610612741,partial,1,1
2001-02,1897,1610612754,partial,1,1
2001-02,1898,1610612737,full_core,0,0
2001-02,1899,1610612743,full_core,0,0
2001-02,1900,1610612762,full_core,0,0
2001-02,1901,1610612737,full_core,0,0
2001-02,1902,1610612754,full_core,0,0
2001-02,1903,1610612745,full_core,0,0
2001-02,1904,1610612747,full_core,0,0
2001-02,1905,1610612762,full_core,0,0
2001-02,1906,1610612755,partial,1,1
2001-02,1907,1610612755,full_core,0,0
2001-02,1908,1610612739,full_core,0,0
2001-02,1909,1610612762,full_core,0,0
2001-02,1910,1610612737,partial,2,1
2001-02,1913,1610612755,partial,1,1
2001-02,1915,1610612742,full_core,0,0
2001-02,1916,1610612760,full_core,0,0
2001-02,1917,1610612742,full_core,0,0
2001-02,1918,1610612746,full_core,0,0
2001-02,1924,1610612766,full_core,0,0
2001-02,1928,1610612751,full_core,0,0
2001-02,193,1610612749,full_core,0,0
2001-02,1934,1610612763,partial,1,1
2001-02,1942,1610612746,full_core,0,0
2001-02,1944,1610612741,full_core,0,0
2001-02,1952,1610612755,full_core,0,0
2001-02,1956,1610612737,partial,1,1
2001-02,1960,1610612738,partial,1,1
2001-02,1960,1610612756,partial,1,1
2001-02,198,1610612759,full_core,0,0
2001-02,1983,1610612761,partial,1,1
2001-02,1985,1610612743,full_core,0,0
2001-02,201,1610612757,full_core,0,0
2001-02,2030,1610612751,full_core,0,0
2001-02,2031,1610612763,full_core,0,0
2001-02,2032,1610612746,full_core,0,0
2001-02,2033,1610612741,full_core,0,0
2001-02,2034,1610612753,full_core,0,0
2001-02,2035,1610612737,full_core,0,0
2001-02,2036,1610612739,full_core,0,0
2001-02,2037,1610612741,full_core,0,0
2001-02,2038,1610612749,full_core,0,0
2001-02,2039,1610612746,full_core,0,0
2001-02,2040,1610612766,full_core,0,0
2001-02,2041,1610612764,full_core,0,0
2001-02,2042,1610612764,full_core,0,0
2001-02,2043,1610612758,full_core,0,0
