season,player_id,team_id,player,canonical_classification,current_selected_source_layer,covered_before_safe_lock,safe_lock_source_supplied,safe_lock_value_valid,newly_resolved_by_safe_lock,selected_source_layer_after_safe_lock,covered_after_safe_lock,team_oreb_on,team_dreb_on,opponent_oreb_on,opponent_dreb_on,team_oreb_off,team_dreb_off,opponent_oreb_off,opponent_dreb_off,seconds_on,seconds_off,games_processed,safe_treb_on,safe_treb_off,safe_treb_swing_pp,safe_lock_segment_rows,locked_treb_on,locked_treb_off,locked_treb_swing_pp,safe_vs_locked_on_diff_pp,safe_vs_locked_off_diff_pp,safe_vs_locked_swing_diff_pp,safe_vs_locked_max_abs_diff_pp,material_numeric_conflict_gt_0_01pp
2019-20,1626181,1610612761,Norman Powell,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626184,1610612744,Chasson Randle,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,0.0,29.0,8.0,35.0,40.0,106.0,41.0,109.0,2424.0,9096.0,4.0,0.4027777777777778,0.49324324324324326,-9.046546546546546,1.0,0.4027777777777778,0.49324324324324326,-9.046546546546546,0.0,0.0,0.0,0.0,False
2019-20,1626187,1610612745,Michael Frazier,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626188,1610612747,Quinn Cook,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626192,1610612749,Pat Connaughton,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626195,1610612766,Willy Hernangomez,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626196,1610612755,Josh Richardson,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626203,1610612737,Treveon Graham,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,86.0,195.0,75.0,189.0,260.0,750.0,262.0,793.0,15988.0,60392.0,26.0,0.5155963302752293,0.4891041162227603,2.6492214052469043,1.0,0.5155963302752293,0.4891041162227603,2.6492214052469043,0.0,0.0,0.0,0.0,False
2019-20,1626203,1610612750,Treveon Graham,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,176.0,518.0,200.0,554.0,374.0,994.0,332.0,1048.0,39779.0,77521.0,40.0,0.47928176795580113,0.4978165938864629,-1.8534825930661747,1.0,0.47928176795580113,0.4978165938864629,-1.8534825930661747,0.0,0.0,0.0,0.0,False
2019-20,1626204,1610612739,Larry Nance Jr.,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
